Age,Workclass,Education,Maritalstatus,Occupation,Relationship,Race,Sex,HoursPerWeek,Country,Income
31-50,Private,HS-grad,Never-married,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,40,Hong,LessThan50K
31-50,Private,Assoc-voc,Divorced,Tech-support,Not-in-family,White,Male,40,United-States,LessThan50K
31-50,Self-emp-inc,Prof-school,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,40,?,MoreThan50K
31-50,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,?,MoreThan50K
>50,Private,Assoc-voc,Divorced,Other-service,Other-relative,Asian-Pac-Islander,Female,40,Outlying-US(Guam-USVI-etc),LessThan50K
>50,Federal-gov,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Male,48,United-States,MoreThan50K
22-30,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,LessThan50K
>50,Private,10th,Divorced,Machine-op-inspct,Not-in-family,White,Female,40,United-States,LessThan50K
>50,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,25,United-States,LessThan50K
>50,Federal-gov,HS-grad,Divorced,Tech-support,Unmarried,White,Male,40,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,50,United-States,MoreThan50K
31-50,State-gov,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,LessThan50K
18-21,?,Some-college,Never-married,?,Own-child,White,Female,35,United-States,LessThan50K
18-21,Private,Preschool,Never-married,Farming-fishing,Not-in-family,White,Male,36,Hong,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,MoreThan50K
31-50,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,MoreThan50K
31-50,Self-emp-not-inc,HS-grad,Divorced,Farming-fishing,Not-in-family,White,Male,80,Puerto-Rico,LessThan50K
31-50,Self-emp-not-inc,Prof-school,Divorced,Prof-specialty,Unmarried,White,Male,40,United-States,MoreThan50K
31-50,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,MoreThan50K
>50,?,Bachelors,Married-civ-spouse,?,Husband,White,Male,30,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,30,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,MoreThan50K
>50,State-gov,10th,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,United-States,LessThan50K
31-50,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,46,United-States,LessThan50K
31-50,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,37,United-States,MoreThan50K
18-21,State-gov,Some-college,Never-married,Other-service,Own-child,White,Female,14,United-States,LessThan50K
>50,Private,HS-grad,Widowed,Other-service,Unmarried,Black,Female,35,United-States,LessThan50K
22-30,Private,Some-college,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male,10,United-States,LessThan50K
31-50,Self-emp-not-inc,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,70,United-States,MoreThan50K
31-50,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,MoreThan50K
>50,Self-emp-inc,Some-college,Widowed,Sales,Not-in-family,White,Female,18-21,United-States,MoreThan50K
>50,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,45,United-States,MoreThan50K
31-50,State-gov,Assoc-acdm,Never-married,Adm-clerical,Own-child,Black,Female,45,United-States,LessThan50K
31-50,Private,Bachelors,Never-married,Other-service,Unmarried,Asian-Pac-Islander,Female,40,Vietnam,LessThan50K
31-50,Federal-gov,Some-college,Divorced,Exec-managerial,Not-in-family,Black,Female,40,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,LessThan50K
31-50,Private,Masters,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,MoreThan50K
31-50,?,Bachelors,Married-civ-spouse,?,Wife,White,Female,25,United-States,MoreThan50K
18-21,?,12th,Never-married,?,Own-child,Black,Male,30,United-States,LessThan50K
31-50,Private,10th,Married-civ-spouse,Transport-moving,Husband,White,Male,99,United-States,MoreThan50K
22-30,Federal-gov,Some-college,Never-married,Adm-clerical,Own-child,Black,Female,40,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,LessThan50K
18-21,State-gov,Some-college,Never-married,Adm-clerical,Own-child,White,Female,8,United-States,LessThan50K
31-50,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,MoreThan50K
<18,Private,10th,Never-married,Other-service,Own-child,White,Male,30,United-States,LessThan50K
22-30,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,55,United-States,MoreThan50K
22-30,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,LessThan50K
31-50,Self-emp-not-inc,Prof-school,Never-married,Prof-specialty,Not-in-family,White,Female,32,United-States,LessThan50K
22-30,Private,HS-grad,Never-married,Transport-moving,Own-child,White,Male,18-21,United-States,LessThan50K
>50,Federal-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,Black,Male,40,United-States,MoreThan50K
22-30,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,48,Mexico,LessThan50K
31-50,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,MoreThan50K
31-50,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,45,United-States,MoreThan50K
>50,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,MoreThan50K
>50,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,MoreThan50K
>50,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,50,United-States,LessThan50K
31-50,Private,Bachelors,Separated,Other-service,Other-relative,Black,Male,50,United-States,LessThan50K
31-50,Private,Masters,Never-married,Adm-clerical,Unmarried,White,Female,40,United-States,LessThan50K
31-50,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,30,United-States,LessThan50K
31-50,Private,HS-grad,Never-married,Other-service,Unmarried,White,Female,35,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,LessThan50K
>50,Self-emp-not-inc,7th-8th,Married-civ-spouse,Exec-managerial,Husband,White,Male,16,United-States,LessThan50K
22-30,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,30,United-States,LessThan50K
31-50,Private,Assoc-voc,Married-civ-spouse,Sales,Husband,White,Male,36,United-States,LessThan50K
18-21,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,LessThan50K
31-50,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,40,United-States,LessThan50K
31-50,?,9th,Divorced,?,Not-in-family,White,Male,40,United-States,LessThan50K
31-50,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,LessThan50K
>50,State-gov,HS-grad,Widowed,Adm-clerical,Not-in-family,White,Female,38,United-States,LessThan50K
31-50,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,MoreThan50K
31-50,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,35,United-States,MoreThan50K
31-50,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,MoreThan50K
>50,Private,Bachelors,Divorced,Sales,Not-in-family,White,Male,50,United-States,MoreThan50K
>50,Self-emp-not-inc,5th-6th,Married-civ-spouse,Other-service,Husband,White,Male,15,El-Salvador,LessThan50K
31-50,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,LessThan50K
31-50,Private,9th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,LessThan50K
22-30,?,Bachelors,Married-spouse-absent,?,Not-in-family,White,Male,50,United-States,LessThan50K
22-30,Private,HS-grad,Never-married,Farming-fishing,Own-child,White,Male,40,United-States,LessThan50K
22-30,Private,HS-grad,Never-married,Other-service,Other-relative,Other,Male,48,Mexico,LessThan50K
22-30,State-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,18-21,India,LessThan50K
31-50,Private,Bachelors,Married-civ-spouse,Other-service,Wife,White,Female,40,United-States,LessThan50K
>50,State-gov,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Male,40,United-States,LessThan50K
22-30,?,5th-6th,Married-civ-spouse,?,Wife,White,Female,40,Mexico,LessThan50K
22-30,Private,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,45,United-States,MoreThan50K
31-50,Self-emp-not-inc,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,MoreThan50K
31-50,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,LessThan50K
22-30,Private,Some-college,Never-married,Exec-managerial,Own-child,White,Male,40,United-States,LessThan50K
31-50,Local-gov,11th,Separated,Machine-op-inspct,Not-in-family,Black,Male,40,United-States,LessThan50K
31-50,Private,Some-college,Never-married,Adm-clerical,Own-child,Black,Female,40,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,LessThan50K
31-50,Self-emp-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,United-States,MoreThan50K
>50,?,Assoc-voc,Widowed,?,Not-in-family,White,Female,40,United-States,LessThan50K
<18,Private,11th,Never-married,Craft-repair,Own-child,White,Male,10,United-States,LessThan50K
31-50,Local-gov,Bachelors,Divorced,Prof-specialty,Own-child,Black,Female,40,United-States,LessThan50K
31-50,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,42,United-States,MoreThan50K
31-50,Private,Assoc-voc,Married-civ-spouse,Transport-moving,Husband,White,Male,70,United-States,LessThan50K
31-50,Private,Assoc-voc,Married-spouse-absent,Handlers-cleaners,Unmarried,White,Male,42,United-States,LessThan50K
>50,Private,HS-grad,Widowed,Other-service,Not-in-family,White,Female,18-21,United-States,LessThan50K
22-30,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,LessThan50K
>50,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,LessThan50K
31-50,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,LessThan50K
31-50,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,LessThan50K
>50,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Male,60,United-States,LessThan50K
18-21,State-gov,Some-college,Never-married,Adm-clerical,Own-child,White,Male,15,United-States,LessThan50K
>50,Private,11th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,LessThan50K
31-50,Private,10th,Divorced,Sales,Not-in-family,White,Female,40,United-States,LessThan50K
18-21,?,11th,Never-married,?,Own-child,White,Male,25,United-States,LessThan50K
<18,?,11th,Never-married,?,Own-child,White,Female,35,United-States,LessThan50K
31-50,Private,Assoc-voc,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,LessThan50K
31-50,?,Masters,Married-civ-spouse,?,Husband,White,Male,60,United-States,MoreThan50K
31-50,Private,7th-8th,Never-married,Farming-fishing,Other-relative,White,Male,60,Portugal,LessThan50K
31-50,Self-emp-inc,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,MoreThan50K
>50,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,Black,Female,18-21,United-States,LessThan50K
>50,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,24,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,MoreThan50K
31-50,Private,HS-grad,Separated,Adm-clerical,Not-in-family,White,Male,40,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Tech-support,Not-in-family,White,Female,30,United-States,LessThan50K
>50,Private,11th,Married-civ-spouse,Protective-serv,Husband,White,Male,37,United-States,MoreThan50K
22-30,Private,Some-college,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,10,United-States,LessThan50K
22-30,Private,Bachelors,Never-married,Handlers-cleaners,Own-child,White,Male,40,United-States,LessThan50K
22-30,Self-emp-not-inc,9th,Never-married,Craft-repair,Not-in-family,White,Male,15,United-States,LessThan50K
18-21,?,Assoc-acdm,Never-married,?,Not-in-family,White,Male,40,United-States,LessThan50K
22-30,Private,Assoc-voc,Never-married,Other-service,Own-child,White,Male,18-21,United-States,LessThan50K
22-30,Private,Bachelors,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,LessThan50K
31-50,Private,Some-college,Never-married,Tech-support,Not-in-family,White,Male,33,United-States,LessThan50K
22-30,Local-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,55,United-States,LessThan50K
18-21,Private,5th-6th,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,Mexico,LessThan50K
31-50,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,38,United-States,MoreThan50K
22-30,Private,11th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,LessThan50K
>50,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,MoreThan50K
31-50,State-gov,HS-grad,Divorced,Other-service,Not-in-family,White,Female,25,United-States,LessThan50K
31-50,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,LessThan50K
18-21,Federal-gov,Some-college,Never-married,Protective-serv,Own-child,Black,Male,40,United-States,LessThan50K
31-50,Private,9th,Married-civ-spouse,Craft-repair,Husband,White,Male,45,Puerto-Rico,LessThan50K
31-50,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,18-21,United-States,MoreThan50K
22-30,Private,Some-college,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Female,35,Vietnam,LessThan50K
>50,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,LessThan50K
31-50,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,37,United-States,MoreThan50K
31-50,Private,Bachelors,Married-civ-spouse,Sales,Husband,Black,Male,40,United-States,MoreThan50K
18-21,Private,HS-grad,Never-married,Other-service,Not-in-family,Black,Female,40,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Craft-repair,Own-child,Black,Female,40,United-States,LessThan50K
31-50,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,35,United-States,MoreThan50K
31-50,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,38,Japan,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,45,United-States,LessThan50K
31-50,State-gov,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,LessThan50K
31-50,Private,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,LessThan50K
>50,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,30,United-States,LessThan50K
22-30,Private,Some-college,Never-married,Other-service,Own-child,White,Female,24,United-States,LessThan50K
31-50,Private,Assoc-acdm,Separated,Other-service,Unmarried,White,Female,40,United-States,LessThan50K
31-50,Private,HS-grad,Divorced,Prof-specialty,Own-child,White,Female,40,United-States,LessThan50K
31-50,Private,HS-grad,Widowed,Craft-repair,Not-in-family,White,Male,40,United-States,LessThan50K
22-30,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,LessThan50K
31-50,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,60,United-States,MoreThan50K
>50,Private,HS-grad,Widowed,Exec-managerial,Unmarried,White,Female,50,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Female,40,United-States,LessThan50K
>50,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,United-States,MoreThan50K
22-30,Private,Bachelors,Married-civ-spouse,Other-service,Husband,White,Male,60,United-States,MoreThan50K
31-50,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,LessThan50K
22-30,Local-gov,Some-college,Divorced,Handlers-cleaners,Not-in-family,Black,Male,50,United-States,LessThan50K
22-30,Private,Some-college,Never-married,Adm-clerical,Unmarried,White,Female,40,United-States,LessThan50K
31-50,Federal-gov,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,MoreThan50K
